"No.","Scan List Name","Scan Channel Member","Scan Channel Member RX Frequency","Scan Channel Member TX Frequency","Scan Mode","Priority Channel Select","Priority Channel 1","Priority Channel 1 RX Frequency","Priority Channel 1 TX Frequency","Priority Channel 2","Priority Channel 2 RX Frequency","Priority Channel 2 TX Frequency","Revert Channel","Look Back Time A[s]","Look Back Time B[s]","Dropout Delay Time[s]","Dwell Time[s]"
"31","Oregon 1","ARI Oregon 1|BAW Oregon 1|BEU Oregon 1|BEV Oregon 1|BJJ Oregon 1|BRE Oregon 1|CDA Oregon 1|CHI Oregon 1|COR Oregon 1|ELU Oregon 1|ELV Oregon 1|EVE Oregon 1|GRE Oregon 1|KEC Oregon 1|KER Oregon 1|MAZ Oregon 1|MMB Oregon 1|MMH Oregon 1|MMR Oregon 1|MMW Oregon 1|NBE Oregon 1|NEB Oregon 1|OLY Oregon 1|Oregon 1|OSO Oregon 1|PPM Oregon 1|PSA Oregon 1|PSC Oregon 1|PSY Oregon 1|SAI Oregon 1|SAL Oregon 1|SCO Oregon 1|SKU Oregon 1|SKV Oregon 1|SLO Oregon 1|SME Oregon 1|SNO Oregon 1|SPC Oregon 1|STB Oregon 1|STI Oregon 1|SUL Oregon 1|TBA Oregon 1|TIU Oregon 1|TIV Oregon 1|TRU Oregon 1|WAR Oregon 1|WAR Oregon 1|WAR Oregon 1|WAR Oregon 1|WAR Oregon 1","147.4125|146.5|440.925|146.5|443.325|440.7|440.925|147.4375|444.15|440.925|147.4125|440.375|443.1|444.7125|441.7|145.21|434|434|433|434|440.725|444.4875|440.7125|441.25|444.15|444.8375|440.8125|441.325|440.5125|443.75|442.8875|441.2875|444.125|147.4125|444.15|441.325|147.02|444.15|443.1|442.025|444.4|441.35|440.7375|147.425|440.725|440.7|440.7125|440.725|440.7375|440.75","146.4125|147.5|445.925|147.5|448.325|445.7|445.925|146.3375|449.15|445.925|146.4125|445.375|448.1|449.7125|446.7|147.99|434|434|440|434|445.725|449.4875|445.7125|446.25|449.15|449.8375|445.8125|446.325|445.5125|448.75|447.8875|446.2875|449.125|146.4125|449.15|446.325|147.62|449.15|448.1|447.025|449.4|446.35|445.7375|146.425|445.725|445.7|445.7125|445.725|445.7375|445.75","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"32","Parrot 1","ARI Parrot 1|BAW Parrot 1|BEU Parrot 1|BEV Parrot 1|BJJ Parrot 1|BRE Parrot 1|CDA Parrot 1|CHI Parrot 1|COR Parrot 1|ELU Parrot 1|ELV Parrot 1|EVE Parrot 1|GRE Parrot 1|KEC Parrot 1|KER Parrot 1|MAZ Parrot 1|MMB Parrot 1|MMR Parrot 1|MMS Parrot 1|MMW Parrot 1|NBE Parrot 1|NEB Parrot 1|OLY Parrot 1|OSO Parrot 1|Parrot 1|PPM Parrot 1|PSA Parrot 1|PSC Parrot 1|PSY Parrot 1|SAI Parrot 1|SAL Parrot 1|SCO Parrot 1|SKU Parrot 1|SKV Parrot 1|SLO Parrot 1|SME Parrot 1|SNO Parrot 1|SPC Parrot 1|STB Parrot 1|STI Parrot 1|SUL Parrot 1|TBA Parrot 1|TIU Parrot 1|TIV Parrot 1|TRU Parrot 1|WAR Parrot 1|WAR Parrot 1|WAR Parrot 1|WAR Parrot 1|WAR Parrot 1","147.4125|146.5|440.925|146.5|443.325|440.7|440.925|147.4375|444.15|440.925|147.4125|440.375|443.1|444.7125|441.7|145.21|434|433|434|434|440.725|444.4875|440.7125|444.15|441.25|444.8375|440.8125|441.325|440.5125|443.75|442.8875|441.2875|444.125|147.4125|444.15|441.325|147.02|444.15|443.1|442.025|444.4|441.35|440.7375|147.425|440.725|440.7|440.7125|440.725|440.7375|440.75","146.4125|147.5|445.925|147.5|448.325|445.7|445.925|146.3375|449.15|445.925|146.4125|445.375|448.1|449.7125|446.7|147.99|434|440|434|434|445.725|449.4875|445.7125|449.15|446.25|449.8375|445.8125|446.325|445.5125|448.75|447.8875|446.2875|449.125|146.4125|449.15|446.325|147.62|449.15|448.1|447.025|449.4|446.35|445.7375|146.425|445.725|445.7|445.7125|445.725|445.7375|445.75","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"33","PNW 1","AMB PNW 1|ARI PNW 1|BAW PNW 1|BEU PNW 1|BEV PNW 1|BJJ PNW 1|BLA PNW 1|BRE PNW 1|CDA PNW 1|CHI PNW 1|COR PNW 1|ELU PNW 1|ELV PNW 1|GRE PNW 1|KEC PNW 1|KER PNW 1|MAZ PNW 1|MMB PNW 1|MMR PNW 1|MMS PNW 1|MMW PNW 1|MOS PNW 1|NBE PNW 1|NEB PNW 1|NEW PNW 1|OLY PNW 1|OSO PNW 1|PNW 1|PPM PNW 1|PSA PNW 1|PSC PNW 1|PSY PNW 1|SAI PNW 1|SAL PNW 1|SCO PNW 1|SEY PNW 1|SKU PNW 1|SKV PNW 1|SLO PNW 1|SME PNW 1|SNO PNW 1|SPC PNW 1|STB PNW 1|STI PNW 1|SUL PNW 1|TBA PNW 1|TIU PNW 1|TIV PNW 1|TRU PNW 1|WAR PNW 1","443.85|147.4125|146.5|440.925|146.5|443.325|443.85|440.7|440.925|147.4375|444.15|440.925|147.4125|443.1|444.7125|441.7|145.21|434|433|434|434|440.925|440.725|444.4875|444.6|440.7125|444.15|441.25|444.8375|440.8125|441.325|440.5125|443.75|442.8875|441.2875|443.4|444.125|147.4125|444.15|441.325|147.02|444.15|443.1|442.025|444.4|441.35|440.7375|147.425|440.725|440.7","448.85|146.4125|147.5|445.925|147.5|448.325|448.85|445.7|445.925|146.3375|449.15|445.925|146.4125|448.1|449.7125|446.7|147.99|434|440|434|434|445.925|445.725|449.4875|449.6|445.7125|449.15|446.25|449.8375|445.8125|446.325|445.5125|448.75|447.8875|446.2875|448.4|449.125|146.4125|449.15|446.325|147.62|449.15|448.1|447.025|449.4|446.35|445.7375|146.425|445.725|445.7","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"34","PNW 2","AMB PNW 2|ARI PNW 2|BAW PNW 2|BEU PNW 2|BEV PNW 2|BJJ PNW 2|BLA PNW 2|BRE PNW 2|CDA PNW 2|CHI PNW 2|COR PNW 2|ELU PNW 2|ELV PNW 2|EVE PNW 2|GRE PNW 2|KEC PNW 2|KER PNW 2|MAZ PNW 2|MMB PNW 2|MMR PNW 2|MMS PNW 2|MMW PNW 2|MOS PNW 2|NBE PNW 2|NEB PNW 2|NEW PNW 2|OLY PNW 2|OSO PNW 2|PNW 2|PPM PNW 2|PSA PNW 2|PSC PNW 2|PSY PNW 2|SAI PNW 2|SAL PNW 2|SCO PNW 2|SEY PNW 2|SKU PNW 2|SKV PNW 2|SLO PNW 2|SME PNW 2|SNO PNW 2|SPC PNW 2|STB PNW 2|STI PNW 2|SUL PNW 2|TBA PNW 2|TIU PNW 2|TIV PNW 2|TRU PNW 2","443.85|147.4125|146.5|440.925|146.5|443.325|443.85|440.7|440.925|147.4375|444.15|440.925|147.4125|440.375|443.1|444.7125|441.7|145.21|434|433|434|434|440.925|440.725|444.4875|444.6|440.7125|444.15|441.25|444.8375|440.8125|441.325|440.5125|443.75|442.8875|441.2875|443.4|444.125|147.4125|444.15|441.325|147.02|444.15|443.1|442.025|444.4|441.35|440.7375|147.425|440.725","448.85|146.4125|147.5|445.925|147.5|448.325|448.85|445.7|445.925|146.3375|449.15|445.925|146.4125|445.375|448.1|449.7125|446.7|147.99|434|440|434|434|445.925|445.725|449.4875|449.6|445.7125|449.15|446.25|449.8375|445.8125|446.325|445.5125|448.75|447.8875|446.2875|448.4|449.125|146.4125|449.15|446.325|147.62|449.15|448.1|447.025|449.4|446.35|445.7375|146.425|445.725","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"35","PNW Regional 2","BJJ PNW Reg 2|BRE PNW Reg 2|CHI PNW Reg 2|COR PNW Reg 2|ELU PNW Reg 2|ELV PNW Reg 2|EPH PNW Reg 2|EVE PNW Reg 2|GRE PNW Reg 2|MAZ PNW Reg 2|MMB PNW Reg 2|MMH PNW Reg 2|MMP PNW Reg 2|MMR PNW Reg 2|MMS PNW Reg 2|MMW PNW Reg 2|MOS PNW Reg 2|NBE PNW Reg 2|OLY PNW Reg 2|OSO PNW Reg 2|PNW Regional 2|PPM PNW Reg 2|PSA PNW Reg 2|PSC PNW Reg 2|PSY PNW Reg 2|SAI PNW Reg 2|SCO PNW Reg 2|SKU PNW Reg 2|SKV PNW Reg 2|SLO PNW Reg 2|SME PNW Reg 2|SNO PNW Reg 2|SPC PNW Reg 2|STB PNW Reg 2|STI PNW Reg 2|TBA PNW Reg 2|TIU PNW Reg 2|TIV PNW Reg 2|TRU PNW Reg 2|WAR PNW Reg 2|WAR PNW Reg 2|WAR PNW Reg 2|WAR PNW Reg 2|WAR PNW Reg 2|WAR PNW Reg 2|WAR PNW Reg 2|WEN PNW Reg 2|YAK PNW Reg 2","443.325|440.7|147.4375|444.15|440.925|147.4125|147.4125|440.375|443.1|145.21|434|434|434|433|434|434|440.925|440.725|440.7125|444.15|441.25|444.8375|440.8125|441.325|440.5125|443.75|441.2875|444.125|147.4125|444.15|441.325|147.02|444.15|443.1|442.025|441.35|440.7375|147.425|440.725|440.7|440.7125|440.725|440.7375|440.75|440.7625|440.775|443.75|147.12","448.325|445.7|146.3375|449.15|445.925|146.4125|146.4125|445.375|448.1|147.99|434|434|434|440|434|434|445.925|445.725|445.7125|449.15|446.25|449.8375|445.8125|446.325|445.5125|448.75|446.2875|449.125|146.4125|449.15|446.325|147.62|449.15|448.1|447.025|446.35|445.7375|146.425|445.725|445.7|445.7125|445.725|445.7375|445.75|445.7625|445.775|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"36","PS1-DNU","ARI PS1-DNU|BAW PS1-DNU|BEU PS1-DNU|BEV PS1-DNU|BRE PS1-DNU|ELU PS1-DNU|ELV PS1-DNU|EVE PS1-DNU|MAZ PS1-DNU|MMB PS1-DNU|MMR PS1-DNU|MMS PS1-DNU|NBE PS1-DNU|OLY PS1-DNU|OSO PS1-DNU|SCO PS1-DNU|SKU PS1-DNU|SKV PS1-DNU|SLO PS1-DNU|SME PS1-DNU|SNO PS1-DNU|STI PS1-DNU|TBA PS1-DNU|TIU PS1-DNU|TIV PS1-DNU|TRU PS1-DNU|WAR PS1-DNU|WAR PS1-DNU|WAR PS1-DNU|WAR PS1-DNU|WAR PS1-DNU|WAR PS1-DNU|WAR PS1-DNU|WEN PS1-DNU|YAK PS1-DNU","147.4125|146.5|440.925|146.5|440.7|440.925|147.4125|440.375|145.21|434|433|434|440.725|440.7125|444.15|441.2875|444.125|147.4125|444.15|441.325|147.02|442.025|441.35|440.7375|147.425|440.725|440.7|440.7125|440.725|440.7375|440.75|440.7625|440.775|443.75|147.12","146.4125|147.5|445.925|147.5|445.7|445.925|146.4125|445.375|147.99|434|440|434|445.725|445.7125|449.15|446.2875|449.125|146.4125|449.15|446.325|147.62|447.025|446.35|445.7375|146.425|445.725|445.7|445.7125|445.725|445.7375|445.75|445.7625|445.775|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"37","PS2-DNU","ARI PS2-DNU|BAW PS2-DNU|BEU PS2-DNU|BEV PS2-DNU|BRE PS2-DNU|ELU PS2-DNU|EVE PS2-DNU|MAZ PS2-DNU|MMB PS2-DNU|MMR PS2-DNU|MMS PS2-DNU|NBE PS2-DNU|OLY PS2-DNU|OSO PS2-DNU|SCO PS2-DNU|SKU PS2-DNU|SKV PS2-DNU|SLO PS2-DNU|SME PS2-DNU|SNO PS2-DNU|STI PS2-DNU|TBA PS2-DNU|TIU PS2-DNU|TIV PS2-DNU|TRU PS2-DNU|WAR PS2-DNU|WAR PS2-DNU|WAR PS2-DNU|WAR PS2-DNU|WAR PS2-DNU|WAR PS2-DNU|WAR PS2-DNU|WEN PS2-DNU|YAK PS2-DNU","147.4125|146.5|440.925|146.5|440.7|440.925|440.375|145.21|434|433|434|440.725|440.7125|444.15|441.2875|444.125|147.4125|444.15|441.325|147.02|442.025|441.35|440.7375|147.425|440.725|440.7|440.7125|440.725|440.7375|440.75|440.7625|440.775|443.75|147.12","146.4125|147.5|445.925|147.5|445.7|445.925|445.375|147.99|434|440|434|445.725|445.7125|449.15|446.2875|449.125|146.4125|449.15|446.325|147.62|447.025|446.35|445.7375|146.425|445.725|445.7|445.7125|445.725|445.7375|445.75|445.7625|445.775|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"38","Sea/Analog UHF","440.1000 K7SLB|440.5250 W7ACS|440.6500 K7CH|441.8000 W7AW|442.8750 WA7UHF|442.9000 WA7LZO|443.0000 WA7ACS|443.4750 WA7ACS|443.5000 W7VMI|443.5500 W7SRZ|443.6500 W7ACS|443.7750 KG7CM|444.2250 KC7LFW|444.3750 AJ7JA|444.4250 WW7SEA|444.5500 WW7SEA|444.7000 WW7SEA|444.7750 K7IDS|444.8250 W7SRZ","440.1|440.525|440.65|441.8|442.875|442.9|443|443.475|443.5|443.55|443.65|443.775|444.225|444.375|444.425|444.55|444.7|444.775|444.825","445.1|445.525|445.65|446.8|447.875|447.9|448|448.475|448.5|448.55|448.65|448.775|449.225|449.375|449.425|449.55|449.7|449.775|449.825","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"39","Sea/Analog VHF","145.1100 KC7SAR|145.2100 W7DK|145.3100 KC7IYE|145.3300 K7NWS|145.3500 W7ZLJ|145.4700 K7CPR|145.4900 K7LWH|146.6200 WW7RA|146.6600 WA7ST|146.7800 N7EBB|146.8200 K7LED|146.9000 W7SRZ|146.9200 WB7VYA|146.9600 WW7PSR|147.0000 W7DX|147.0600 W7AW|147.1600 W7MIR|147.4375 KF7VUR","145.11|145.21|145.31|145.33|145.35|145.47|145.49|146.62|146.66|146.78|146.82|146.9|146.92|146.96|147|147.06|147.16|147.4375","144.51|144.61|144.71|144.73|144.75|144.87|144.89|146.02|146.06|146.18|146.22|146.3|146.32|146.36|146.4|147.66|147.76|146.4375","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"40","Simplex","Rpt U10  430.450|Rpt U11 430.4625|Rpt U12  430.475|Rpt U09 430.4375|Sim U01  441.000|Sim U02  446.5|Sim U03  446.075|Sim U04  433.45|Sim U05  4304125|Sim U06  4394125|Sim U07  430.425|Sim U08  439.425|Sim V01  145.790|Sim V02  145.510|FM 146.52|FM 223.50|FM 446.00","430.45|430.4625|430.475|430.4375|441|446.5|446.075|433.45|430.4125|439.4125|430.425|439.425|145.79|145.51|146.52|223.5|446","439.45|439.4625|439.475|439.4375|441|446.5|446.075|433.45|430.4125|439.4125|430.425|439.425|145.79|145.51|146.52|223.5|446","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"41","SNARS 1-2","BEU SNARS 1-2|BEV SNARS 1-2|BJJ SNARS 1-2|BRE SNARS 1-2|CDA SNARS 1-2|COR SNARS 1-2|GRE SNARS 1-2|MAZ SNARS 1-2|MMH SNARS 1-2|OLY SNARS 1-2|OSO SNARS 1-2|PSA SNARS 1-2|PSC SNARS 1-2|PSY SNARS 1-2|SCO SNARS 1-2|SKU SNARS 1-2|SKV SNARS 1-2|SLO SNARS 1-2|SME SNARS 1-2|STB SNARS 1-2|TBA SNARS 1-2|TRU SNARS 1-2","440.925|146.5|443.325|440.7|440.925|444.15|443.1|145.21|434|440.7125|444.15|440.8125|441.325|440.5125|441.2875|444.125|147.4125|444.15|441.325|443.1|441.35|440.725","445.925|147.5|448.325|445.7|445.925|449.15|448.1|147.99|434|445.7125|449.15|445.8125|446.325|445.5125|446.2875|449.125|146.4125|449.15|446.325|448.1|446.35|445.725","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"42","SoCal 2","BJJ SoCal 2|COR SoCal 2|GRE SoCal 2|MMH SoCal 2|PSA SoCal 2|PSC SoCal 2|PSY SoCal 2|STB SoCal 2","443.325|444.15|443.1|434|440.8125|441.325|440.5125|443.1","448.325|449.15|448.1|434|445.8125|446.325|445.5125|448.1","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"43","SRG/Analog VHF","147.2000 Spok|147.2000 Wen|147.2000 Omak|147.2000 Yak|145.4500 KPR|145.4500 Chel|145.4500 Colv","147.2|147.2|147.2|147.2|145.45|145.45|145.45","147.8|147.8|147.8|147.8|144.85|144.85|144.85","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"44","TAC 1-2","ARI TAC 1-2|BAW TAC 1-2|BEU TAC 1-2|BEV TAC 1-2|BJJ TAC 1-2|BRE TAC 1-2|CDA TAC 1-2|CHI TAC 1-2|COR TAC 1-2|ELU TAC 1-2|ELV TAC 1-2|EPH TAC 1-2|EVE TAC 1-2|GRE TAC 1-2|KEC TAC 1-2|KER TAC 1-2|MAZ TAC 1-2|MMB TAC 1-2|MMP TAC 1-2|MMR TAC 1-2|MMS TAC 1-2|MMW TAC 1-2|MOS TAC 1-2|NBE TAC 1-2|OLY TAC 1-2|OSO TAC 1-2|PPM TAC 1-2|PSA TAC 1-2|PSC TAC 1-2|PSY TAC 1-2|SAI TAC 1-2|SCO TAC 1-2|SKU TAC 1-2|SKV TAC 1-2|SLO TAC 1-2|SME TAC 1-2|SNO TAC 1-2|SPC TAC 1-2|STB TAC 1-2|STI TAC 1-2|SUL TAC 1-2|TAC 1-2|TBA TAC 1-2|TIU TAC 1-2|TIV TAC 1-2|TRU TAC 1-2|WAR TAC 1-2|WAR TAC 1-2|WAR TAC 1-2|WAR TAC 1-2","147.4125|146.5|440.925|146.5|443.325|440.7|440.925|147.4375|444.15|440.925|147.4125|147.4125|440.375|443.1|444.7125|441.7|145.21|434|434|433|434|434|440.925|440.725|440.7125|444.15|444.8375|440.8125|441.325|440.5125|443.75|441.2875|444.125|147.4125|444.15|441.325|147.02|444.15|443.1|442.025|444.4|441.25|441.35|440.7375|147.425|440.725|440.7|440.7125|440.725|440.7375","146.4125|147.5|445.925|147.5|448.325|445.7|445.925|146.3375|449.15|445.925|146.4125|146.4125|445.375|448.1|449.7125|446.7|147.99|434|434|440|434|434|445.925|445.725|445.7125|449.15|449.8375|445.8125|446.325|445.5125|448.75|446.2875|449.125|146.4125|449.15|446.325|147.62|449.15|448.1|447.025|449.4|446.25|446.35|445.7375|146.425|445.725|445.7|445.7125|445.725|445.7375","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"45","TAC 2-2","BEU TAC 2-2|BEV TAC 2-2|BJJ TAC 2-2|BRE TAC 2-2|CDA TAC 2-2|CHI TAC 2-2|COR TAC 2-2|ELU TAC 2-2|ELV TAC 2-2|EPH TAC 2-2|EVE TAC 2-2|GRE TAC 2-2|MAZ TAC 2-2|MMB TAC 2-2|MMP TAC 2-2|MMR TAC 2-2|MMS TAC 2-2|MMW TAC 2-2|MOS TAC 2-2|NBE TAC 2-2|OLY TAC 2-2|OSO TAC 2-2|PSA TAC 2-2|PSC TAC 2-2|PSY TAC 2-2|SAI TAC 2-2|SCO TAC 2-2|SKU TAC 2-2|SKV TAC 2-2|SLO TAC 2-2|SME TAC 2-2|SNO TAC 2-2|STB TAC 2-2|SUL TAC 2-2|TAC 2-2|TBA TAC 2-2|TIU TAC 2-2|TIV TAC 2-2|TRU TAC 2-2|WAR TAC 2-2|WAR TAC 2-2|WAR TAC 2-2|WAR TAC 2-2|WAR TAC 2-2|WAR TAC 2-2|WAR TAC 2-2|WEN TAC 2-2|YAK TAC 2-2","440.925|146.5|443.325|440.7|440.925|147.4375|444.15|440.925|147.4125|147.4125|440.375|443.1|145.21|434|434|433|434|434|440.925|440.725|440.7125|444.15|440.8125|441.325|440.5125|443.75|441.2875|444.125|147.4125|444.15|441.325|147.02|443.1|444.4|441.25|441.35|440.7375|147.425|440.725|440.7|440.7125|440.725|440.7375|440.75|440.7625|440.775|443.75|147.12","445.925|147.5|448.325|445.7|445.925|146.3375|449.15|445.925|146.4125|146.4125|445.375|448.1|147.99|434|434|440|434|434|445.925|445.725|445.7125|449.15|445.8125|446.325|445.5125|448.75|446.2875|449.125|146.4125|449.15|446.325|147.62|448.1|449.4|446.25|446.35|445.7375|146.425|445.725|445.7|445.7125|445.725|445.7375|445.75|445.7625|445.775|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"46","TAC 3-2","BEU TAC 3-2|BEV TAC 3-2|BJJ TAC 3-2|BRE TAC 3-2|CDA TAC 3-2|CHI TAC 3-2|COR TAC 3-2|ELU TAC 3-2|ELV TAC 3-2|EVE TAC 3-2|GRE TAC 3-2|MAZ TAC 3-2|NBE TAC 3-2|OLY TAC 3-2|OSO TAC 3-2|PSA TAC 3-2|PSC TAC 3-2|PSY TAC 3-2|SAI TAC 3-2|SCO TAC 3-2|SKU TAC 3-2|SKV TAC 3-2|SLO TAC 3-2|SME TAC 3-2|SNO TAC 3-2|STB TAC 3-2|SUL TAC 3-2|TBA TAC 3-2|TIU TAC 3-2|TIV TAC 3-2|TRU TAC 3-2|WAR TAC 3-2|WAR TAC 3-2|WAR TAC 3-2|WAR TAC 3-2|WAR TAC 3-2|WAR TAC 3-2|WAR TAC 3-2|YAK TAC 3-2","440.925|146.5|443.325|440.7|440.925|147.4375|444.15|440.925|147.4125|440.375|443.1|145.21|440.725|440.7125|444.15|440.8125|441.325|440.5125|443.75|441.2875|444.125|147.4125|444.15|441.325|147.02|443.1|444.4|441.35|440.7375|147.425|440.725|440.7|440.7125|440.725|440.7375|440.75|440.7625|440.775|147.12","445.925|147.5|448.325|445.7|445.925|146.3375|449.15|445.925|146.4125|445.375|448.1|147.99|445.725|445.7125|449.15|445.8125|446.325|445.5125|448.75|446.2875|449.125|146.4125|449.15|446.325|147.62|448.1|449.4|446.35|445.7375|146.425|445.725|445.7|445.7125|445.725|445.7375|445.75|445.7625|445.775|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"47","TAC 310-2","AMB TAC 310-2|ARI TAC 310-2|BAW TAC 310-2|BEU TAC 310-2|BEV TAC 310-2|BJJ TAC 310-2|BLA TAC 310-2|BRE TAC 310-2|CDA TAC 310-2|CHI TAC 310-2|COR TAC 310-2|ELU TAC 310-2|ELV TAC 310-2|EVE TAC 310-2|GRE TAC 310-2|KEC TAC 310-2|KER TAC 310-2|MAZ TAC 310-2|MMB TAC 310-2|MMH TAC 310-2|MMW TAC 310-2|NEB TAC 310-2|NEW TAC 310-2|OLY TAC 310-2|OSO TAC 310-2|PPM TAC 310-2|PSA TAC 310-2|PSC TAC 310-2|PSY TAC 310-2|SAI TAC 310-2|SAL TAC 310-2|SCO TAC 310-2|SEY TAC 310-2|SKU TAC 310-2|SKV TAC 310-2|SLO TAC 310-2|SME TAC 310-2|SNO TAC 310-2|STB TAC 310-2|STI TAC 310-2|SUL TAC 310-2|TAC 310-2|TBA TAC 310-2|TIU TAC 310-2|TIV TAC 310-2|TRU TAC 310-2|WEN TAC 310-2|YAK TAC 310-2","443.85|147.4125|146.5|440.925|146.5|443.325|443.85|440.7|440.925|147.4375|444.15|440.925|147.4125|440.375|443.1|444.7125|441.7|145.21|434|434|434|444.4875|444.6|440.7125|444.15|444.8375|440.8125|441.325|440.5125|443.75|442.8875|441.2875|443.4|444.125|147.4125|444.15|441.325|147.02|443.1|442.025|444.4|441.25|441.35|440.7375|147.425|440.725|443.75|147.12","448.85|146.4125|147.5|445.925|147.5|448.325|448.85|445.7|445.925|146.3375|449.15|445.925|146.4125|445.375|448.1|449.7125|446.7|147.99|434|434|434|449.4875|449.6|445.7125|449.15|449.8375|445.8125|446.325|445.5125|448.75|447.8875|446.2875|448.4|449.125|146.4125|449.15|446.325|147.62|448.1|447.025|449.4|446.25|446.35|445.7375|146.425|445.725|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"48","TAC 311-2","ARI TAC 311-2|BAW TAC 311-2|BEU TAC 311-2|BEV TAC 311-2|BRE TAC 311-2|CDA TAC 311-2|CHI TAC 311-2|ELU TAC 311-2|EVE TAC 311-2|KEC TAC 311-2|KER TAC 311-2|MAZ TAC 311-2|MMH TAC 311-2|OLY TAC 311-2|OSO TAC 311-2|SAL TAC 311-2|SCO TAC 311-2|SKU TAC 311-2|SKV TAC 311-2|SLO TAC 311-2|SME TAC 311-2|SUL TAC 311-2|TAC 311-2|TBA TAC 311-2|TIU TAC 311-2|TIV TAC 311-2|TRU TAC 311-2|WEN TAC 311-2|YAK TAC 311-2","147.4125|146.5|440.925|146.5|440.7|440.925|147.4375|440.925|440.375|444.7125|441.7|145.21|434|440.7125|444.15|442.8875|441.2875|444.125|147.4125|444.15|441.325|444.4|441.25|441.35|440.7375|147.425|440.725|443.75|147.12","146.4125|147.5|445.925|147.5|445.7|445.925|146.3375|445.925|445.375|449.7125|446.7|147.99|434|445.7125|449.15|447.8875|446.2875|449.125|146.4125|449.15|446.325|449.4|446.25|446.35|445.7375|146.425|445.725|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"49","TAC 312-2","ARI TAC 312-2|BAW TAC 312-2|BEU TAC 312-2|BEV TAC 312-2|BRE TAC 312-2|CDA TAC 312-2|CHI TAC 312-2|ELU TAC 312-2|KEC TAC 312-2|KER TAC 312-2|MAZ TAC 312-2|MMH TAC 312-2|OLY TAC 312-2|OSO TAC 312-2|SAL TAC 312-2|SCO TAC 312-2|SKU TAC 312-2|SKV TAC 312-2|SLO TAC 312-2|SME TAC 312-2|SUL TAC 312-2|TAC 312-2|TBA TAC 312-2|TIU TAC 312-2|TIV TAC 312-2|TRU TAC 312-2|WEN TAC 312-2|YAK TAC 312-2","147.4125|146.5|440.925|146.5|440.7|440.925|147.4375|440.925|444.7125|441.7|145.21|434|440.7125|444.15|442.8875|441.2875|444.125|147.4125|444.15|441.325|444.4|441.25|441.35|440.7375|147.425|440.725|443.75|147.12","146.4125|147.5|445.925|147.5|445.7|445.925|146.3375|445.925|449.7125|446.7|147.99|434|445.7125|449.15|447.8875|446.2875|449.125|146.4125|449.15|446.325|449.4|446.25|446.35|445.7375|146.425|445.725|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"50","TAC 313-2","ARI TAC 313-2|BAW TAC 313-2|BEU TAC 313-2|BEV TAC 313-2|BRE TAC 313-2|CDA TAC 313-2|ELU TAC 313-2|EVE TAC 313-2|MAZ TAC 313-2|OLY TAC 313-2|OSO TAC 313-2|SCO TAC 313-2|SKU TAC 313-2|SKV TAC 313-2|SLO TAC 313-2|SME TAC 313-2|TAC 313-2|TBA TAC 313-2|TIU TAC 313-2|TIV TAC 313-2|TRU TAC 313-2|WEN TAC 313-2|YAK TAC 313-2","147.4125|146.5|440.925|146.5|440.7|440.925|440.925|440.375|145.21|440.7125|444.15|441.2875|444.125|147.4125|444.15|441.325|441.25|441.35|440.7375|147.425|440.725|443.75|147.12","146.4125|147.5|445.925|147.5|445.7|445.925|445.925|445.375|147.99|445.7125|449.15|446.2875|449.125|146.4125|449.15|446.325|446.25|446.35|445.7375|146.425|445.725|448.75|147.72","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
